,language,region,quoteType,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,currency,regularMarketChangePercent,regularMarketPrice,gmtOffSetMilliseconds,esgPopulated,earningsTimestampStart,earningsTimestampEnd,trailingAnnualDividendRate,trailingAnnualDividendYield,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,sharesOutstanding,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,tradeable,cryptoTradeable,firstTradeDateMilliseconds,priceHint,postMarketChangePercent,postMarketTime,postMarketPrice,postMarketChange,regularMarketChange,regularMarketTime,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,exchange,shortName,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,market,price,ipoExpectedDate,trailingPE,displayName,prevName,nameChangeDate,newListingDate,underlyingSymbol,openInterest
XFOR,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,1.4914558,0.9799,-18000000,False,1678883400.0,1679315400.0,,,-3.095,-3.04,-1.47,-0.6665986,121535000.0,4.465,0.97956,0.0003399849,0.00034707919,1.26672,-0.28682005,-0.22642735,119092144.0,-0.32233554,0.21946248,15,0,,False,,,4,-3.0513332,1676681696.0,0.95,-0.029900014,0.014400005,1676667605,0.9996,0.925 - 0.9996,0.925,423127,0.9655,0.95,0.9799,14,13.0,NasdaqCM,USD,0.98,1340572,483360,0.32990003,0.5075385,0.65 - 2.413,-1.4331001,-0.593908,0.65,2.413,1552521600.0,1667478600.0,NCM,"X4 Pharmaceuticals, Inc.","X4 Pharmaceuticals, Inc.",finmb_283397098,America/New_York,EST,us_market,0.9799,,,,,,,,
XMTR,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-3.3556964,34.56,-18000000,False,1677677400.0,1677677400.0,,,-2.808,-0.83,-0.8,-43.2,44763900.0,7.68,33.126,1.4340019,0.04328932,41.6252,-7.065197,-0.16973366,1639529984.0,-41.638557,4.5000005,15,0,,False,,,2,1.96759,1676669361.0,35.24,0.68,-1.199997,1676667604,35.68,34.22 - 35.68,34.22,416440,35.76,34.2,35.24,8,9.0,NasdaqGS,USD,35.67,577083,450850,7.950001,0.29875988,26.61 - 64.348,-29.787998,-0.46292034,26.61,64.348,,1677677400.0,NMS,"Xometry, Inc.","Xometry, Inc.",finmb_316229534,America/New_York,EST,us_market,34.56,,,,,,,,
XNCR,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,1.6068908,35.41,-18000000,False,1677186000.0,1677186000.0,,,-1.212,-2.72,-1.56,-22.698719,59924000.0,9.891,30.108,5.302,0.17609937,27.8884,7.5216007,0.26970357,2121908864.0,-13.018382,3.5800223,15,0,,False,,,2,0.0,1676668886.0,35.41,0.0,0.5600014,1676667604,35.68,34.75 - 35.68,34.75,267974,34.85,34.25,36.5,8,11.0,NasdaqGM,USD,34.99,359827,381360,16.055,0.82950145,19.355 - 38.2,-2.790001,-0.07303667,19.355,38.2,,1677186000.0,NGM,"Xencor, Inc.","Xencor, Inc.",finmb_744102,America/New_York,EST,us_market,35.41,,,,,,,,
XNET,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,-2.0408204,1.92,-18000000,False,1678883400.0,1679315400.0,,,-0.205,,,,66496000.0,4.368,2.01788,-0.097880006,-0.048506357,1.600245,0.31975496,0.19981626,127672320.0,,0.4395604,15,0,,False,,,4,2.0833375,1676677512.0,1.96,0.04000008,-0.04000008,1676667600,1.95,1.885 - 1.95,1.885,40898,1.96,1.92,1.99,8,8.0,NasdaqGS,USD,1.95,114567,111670,1.0749999,1.2721893,0.845 - 2.225,-0.30499995,-0.13707863,0.845,2.225,,1660651200.0,NMS,Xunlei Limited,Xunlei Limited,finmb_134031691,America/New_York,EST,us_market,1.92,,,,,,,,
XOMA,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-0.18699864,21.35,-18000000,False,1678109400.0,1678455000.0,,,0.783,-0.03,-1.8,-11.861112,11450800.0,7.692,20.0506,1.2994003,0.06480606,19.4892,1.8607998,0.095478505,244474592.0,-711.6667,2.7756112,15,0,,False,,,2,3.04449,1676678697.0,22.0,0.65,-0.03999901,1676667604,21.42,20.85 - 21.42,20.85,17588,21.39,19.63,22.45,10,10.0,NasdaqGM,USD,21.42,29818,40660,5.67,0.36160713,15.68 - 32.09,-10.74,-0.3346837,15.68,32.09,1476748800.0,1659612600.0,NGM,XOMA Corporation,XOMA Corporation,finmb_36769,America/New_York,EST,us_market,21.35,,27.266922,,,,,,
XPAX,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,-0.19703946,10.13,-18000000,False,,,,,,,,,21961100.0,-0.552,10.04514,0.08485985,0.008447851,9.86192,0.26807976,0.027183322,278082688.0,,-18.35145,15,0,,False,,,2,,,,,-0.019999504,1676667363,10.15,10.13 - 10.15,10.13,3922,10.15,10.1,10.15,40,12.0,NasdaqCM,USD,10.15,95727,45540,0.52999973,0.055208303,9.6 - 10.15,-0.019999504,-0.0019703945,9.6,10.15,,,NCM,XPAC Acquisition Corp.,XPAC Acquisition Corp.,finmb_714760270,America/New_York,EST,us_market,10.13,,,,,,,,
XPDB,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,0.049083557,10.19,-18000000,False,,,,,,,,,28750000.0,,10.1008,0.08920002,0.008830986,9.92345,0.2665491,0.026860528,366203104.0,,,15,0,,False,,,2,,,,,0.0049991608,1676667554,10.2,10.18 - 10.2,10.18,108320,10.185,4.08,16.29,8,40.0,NasdaqGM,USD,10.2,121831,66360,0.48999977,0.050515443,9.7 - 10.65,-0.46000004,-0.043192495,9.7,10.65,,,NGM,Power & Digital Infrastructure ,Power & Digital Infrastructure Acquisition II Corp.,finmb_1759006075,America/New_York,EST,us_market,10.19,,,,,,,,
XPEL,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,1.5990989,80.69,-18000000,False,1677591000.0,1677591000.0,,,1.139,0.49,1.63,49.50307,27616100.0,2.84,69.1644,11.525604,0.16664071,62.54675,18.143253,0.2900751,2228343296.0,164.67348,28.411974,15,0,,False,,,2,0.0,1676668889.0,80.69,0.0,1.2700043,1676667605,80.69,78.31 - 80.69,78.31,107762,79.42,80.38,82.01,8,8.0,NasdaqCM,USD,79.02,120378,116560,40.890003,1.027387,39.8 - 87.01,-6.3199997,-0.07263532,39.8,87.01,,1677591000.0,NCM,"XPEL, Inc.","XPEL, Inc.",finmb_10945567,America/New_York,EST,us_market,80.69,,70.84284,,,,,,
XPON,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,1.4326634,3.54,-18000000,False,,,,,,,,,6802460.0,,1.97368,1.56632,0.7936038,2.408355,1.131645,0.46988297,24080708.0,,,15,0,,False,,,4,-3.9547985,1676681905.0,3.4,-0.13999987,0.049999952,1676667604,3.62,3.4 - 3.62,3.4,404332,3.49,3.52,3.6,8,11.0,NasdaqCM,USD,3.49,3215960,9538870,2.6399999,2.9333332,0.9 - 11.29,-7.75,-0.68644816,0.9,11.29,,,NCM,Expion360 Inc.,Expion360 Inc.,finmb_1759988183,America/New_York,EST,us_market,3.54,,,,,,,,
XRAY,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,0.111734405,35.84,-18000000,False,1677591000.0,1677591000.0,0.4,0.011173185,-0.38,3.09,1.96,18.285713,214912000.0,22.711,34.5184,1.3216019,0.038286883,34.0229,1.8171005,0.05340816,7702446080.0,11.598706,1.5780898,15,0,,False,,,2,0.0,1676678902.0,35.84,0.0,0.040000916,1676667604,36.0,35.3 - 36.0,35.3,1334326,35.8,27.0,36.24,8,8.0,NasdaqGS,USD,35.64,1941668,1914300,9.360001,0.35347435,26.48 - 58.7,-22.86,-0.38943782,26.48,58.7,1673568000.0,1677591000.0,NMS,DENTSPLY SIRONA Inc.,DENTSPLY SIRONA Inc.,finmb_27504,America/New_York,EST,us_market,35.84,,,,,,,,
XRTX,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,0.11666615,0.6007,-18000000,False,,,,,-1.035,,-0.71,-0.8460564,14389700.0,-0.445,0.73804,-0.13733995,-0.18608741,1.124625,-0.52392495,-0.46586636,8643893.0,,-1.3498877,15,0,,False,,,4,1.54819,1676679103.0,0.61,0.00929999,0.00069999695,1676667598,0.6157,0.57 - 0.6157,0.57,56388,0.6,0.582,0.61,11,40.0,NasdaqCM,CAD,0.5978,876468,123940,0.052700043,0.09616797,0.548 - 2.48,-1.8793,-0.7577823,0.548,2.48,,,NCM,XORTX Therapeutics Inc.,XORTX Therapeutics Inc.,finmb_259860883,America/New_York,EST,us_market,0.6007,,,,,,,,
XTLB,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,3.3855093,1.42,-18000000,False,,,,,-0.2,,,,5449060.0,1.2,1.2936,0.1264,0.09771181,1.4557,-0.035700083,-0.02452434,7737665.0,,1.1833333,15,0,,False,,,4,-0.704225,1676674134.0,1.41,-0.00999999,0.046499968,1676665866,1.45,1.345 - 1.45,1.345,29137,1.3735,1.3,1.41,11,10.0,NasdaqCM,USD,1.345,2952,4060,0.56999993,0.67058814,0.85 - 2.65,-1.2300001,-0.46415097,0.85,2.65,1486684800.0,,NCM,XTL Biopharmaceuticals Ltd.,XTL Biopharmaceuticals Ltd.,finmb_36775,America/New_York,EST,us_market,1.42,,,,,,,,
XWEL,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,-0.24999803,0.4788,-18000000,False,1668459600.0,1668805200.0,,,,,-0.25,-1.9152,83232304.0,,0.4344,0.044400007,0.10220996,0.6856,-0.20679998,-0.3016336,40674104.0,,,15,0,,False,,,4,3.362571,1676672996.0,0.4949,0.01609999,-0.0011999905,1676667600,0.48,0.46 - 0.48,0.46,106406,0.48,0.46,0.495,14,18.0,NasdaqCM,USD,0.46,279334,142180,0.1688,0.5445161,0.31 - 1.61,-1.1312001,-0.70260876,0.31,1.61,1591833600.0,1660595400.0,NCM,"XWELL, Inc.","XWELL, Inc.",finmb_140451468,America/New_York,EST,us_market,0.4788,,,,,,,,
XXII,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-0.39393854,0.9861,-18000000,False,1677495600.0,1677841200.0,,,-0.142,-0.12,-0.24,-4.1087503,215302000.0,0.317,1.00036,-0.014259994,-0.014254862,1.392505,-0.40640503,-0.29185176,212309312.0,-8.217501,3.1107256,15,0,,False,,,4,2.42369,1676679727.0,1.01,0.0239,-0.0038999915,1676667605,1.001,0.9611 - 1.001,0.9611,936818,0.99,0.9808,0.9916,11,10.0,NasdaqCM,USD,0.99,1067480,920070,0.16610003,0.202561,0.82 - 2.7,-1.7139001,-0.6347778,0.82,2.7,,1667919600.0,NCM,"22nd Century Group, Inc","22nd Century Group, Inc.",finmb_24378207,America/New_York,EST,us_market,0.9861,,,,,,,,
YELL,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-2.1126742,2.78,-18000000,False,1683543540.0,1683892800.0,,,-1.644,0.47,-0.12,-23.166666,51664500.0,-6.019,2.938,-0.15799999,-0.05377808,4.08885,-1.30885,-0.32010224,143627312.0,5.9148936,-0.46187073,15,0,,False,,,4,4.31655,1676676057.0,2.9,0.12,-0.059999943,1676667604,2.84,2.76 - 2.84,2.76,507332,2.84,2.77,2.9,10,9.0,NasdaqGS,USD,2.78,760690,1210470,0.44000006,0.18803422,2.34 - 9.62,-6.84,-0.71101874,2.34,9.62,,1675978200.0,NMS,Yellow Corporation,Yellow Corporation,finmb_192089,America/New_York,EST,us_market,2.78,,,,,,,,
YGMZ,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,-0.34482723,1.445,-18000000,False,1672232405.0,1672232405.0,,,0.026,,,,22960300.0,2.205,1.8213,-0.37629998,-0.20661065,2.05862,-0.6136199,-0.29807344,33177634.0,,0.65532887,15,0,,False,,,4,7.266429,1676680246.0,1.55,0.1049999,-0.004999995,1676667599,1.465,1.41 - 1.465,1.41,26810,1.45,1.43,1.51,10,13.0,NasdaqCM,USD,1.45,629388,133830,0.6650001,0.8525642,0.78 - 6.5,-5.055,-0.77769226,0.78,6.5,,1672232405.0,NCM,MingZhu Logistics Holdings Limi,MingZhu Logistics Holdings Limited,finmb_628753201,America/New_York,EST,us_market,1.445,,55.576923,,,,,,
YMAB,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,5.3299503,4.15,-18000000,False,1677099600.0,1677531600.0,,,-2.975,-1.81,-2.67,-1.5543071,43668100.0,2.601,4.6116,-0.46159983,-0.10009538,10.6678,-6.5178,-0.61097884,181222624.0,-2.2928178,1.5955402,15,0,,False,,,4,0.0,1676668887.0,4.15,0.0,0.21000004,1676667605,4.18,3.9 - 4.18,3.9,320492,3.94,4.1,4.17,8,9.0,NasdaqGS,USD,4.03,406998,287920,1.21,0.41156462,2.94 - 20.48,-16.33,-0.7973633,2.94,20.48,,1667941200.0,NMS,"Y-mAbs Therapeutics, Inc.","Y-mAbs Therapeutics, Inc.",finmb_378585331,America/New_York,EST,us_market,4.15,,,,,,,,
YORW,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,2.5302308,45.79,-18000000,False,1678100340.0,1678449600.0,0.728,0.01630094,1.27,1.37,1.38,33.18116,14276300.0,10.968,45.3122,0.47780228,0.010544672,42.84295,2.947052,0.06878733,653711808.0,33.42336,4.1748724,15,0,,False,,,2,1.83446,1676678727.0,46.63,0.84,1.1300011,1676667605,46.14,44.77 - 46.14,44.77,43113,44.66,45.8,46.63,8,12.0,NasdaqGS,USD,44.93,39978,50460,8.940002,0.24260524,36.85 - 47.95,-2.1599998,-0.04504692,36.85,47.95,1681430400.0,1659619800.0,NMS,The York Water Company,The York Water Company,finmb_315370,America/New_York,EST,us_market,45.79,,36.05512,,,,,,
YOSH,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,0.34013572,1.475,-18000000,False,,,,,,,,,11940000.0,,1.4749,0.000100016594,6.7812456e-05,1.4850714,-0.010071397,-0.006781759,19086500.0,,,15,0,,False,,,4,,,,,0.004999995,1676667595,1.52,1.45 - 1.52,1.45,11108,1.47,1.46,1.48,10,12.0,NasdaqCM,USD,1.52,56316,17060,0.46500003,0.46039608,1.01 - 6.5,-5.025,-0.77307695,1.01,6.5,,,NCM,Yoshiharu Global Co.,Yoshiharu Global Co.,finmb_1763673481,America/New_York,EST,us_market,1.475,,,,,,,,
YOTA,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,0.04906884,10.195,-18000000,False,,,,,,,,,14718500.0,,10.09028,0.104720116,0.010378317,9.947854,0.24714565,0.024844117,150055104.0,,,15,0,,False,,,2,,,,,0.0050001144,1676667509,10.195,10.195 - 10.195,10.195,504,10.19,10.19,10.25,11,10.0,NasdaqGM,USD,10.195,46057,43570,0.3949995,0.040306073,9.8 - 10.2,-0.0050001144,-0.0004902073,9.8,10.2,,,NGM,Yotta Acquisition Corporation,Yotta Acquisition Corporation,finmb_1770459704,America/New_York,EST,us_market,10.195,,,,,,,,
YTEN,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-2.307696,3.81,-18000000,False,1678222800.0,1678741200.0,,,-4.3,-1.96,-2.68,-1.4216417,4961780.0,2.859,2.7118,1.0981998,0.4049708,2.7065,1.1034999,0.40772212,18904382.0,-1.9438775,1.3326337,15,0,,False,,,4,0.0,1676667609.0,3.76,0.0,-0.09000015,1676667585,3.82,3.69 - 3.82,3.69,8701,3.9,3.53,3.82,11,8.0,NasdaqCM,USD,3.74,256414,16880,2.1799998,1.3374232,1.63 - 7.21,-3.4,-0.47156727,1.63,7.21,1579132800.0,1668461400.0,NCM,"Yield10 Bioscience, Inc.","Yield10 Bioscience, Inc.",finmb_4282854,America/New_York,EST,us_market,3.81,,,,,,,,
YTRA,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,-1.7167367,2.29,-18000000,False,1680179400.0,1680525000.0,,,-0.122,-0.09,0.05,45.8,58444700.0,31.335,2.3565,-0.06649995,-0.028219797,2.32849,-0.038490057,-0.01653005,143564224.0,-25.444443,0.07308122,15,0,,False,,,4,,,,,-0.03999996,1676667382,2.3,2.23 - 2.3,2.23,7609,2.33,2.28,2.45,29,10.0,NasdaqCM,INR,2.243,112724,55410,0.9699999,0.7348484,1.32 - 3.0,-0.71000004,-0.23666668,1.32,3.0,,1669728600.0,NCM,"Yatra Online, Inc.","Yatra Online, Inc.",finmb_25525011,America/New_York,EST,us_market,2.29,,,,,,,,
ZBRA,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,-3.2569625,322.58,-18000000,False,1682944200.0,1683289800.0,,,9.35,17.27,17.35,18.592506,51629800.0,40.103,288.0278,34.552185,0.119961284,295.2979,27.282074,0.09238831,16654740480.0,18.678633,8.043787,15,0,,False,,,2,0.300701,1676679774.0,323.55,0.9700012,-10.860016,1676667604,329.12,310.55 - 329.12,310.55,496819,333.44,314.26,330.67,9,9.0,NasdaqGS,USD,329.12,433857,374860,97.70999,0.43451768,224.87 - 440.64,-118.06003,-0.2679285,224.87,440.64,,1676554200.0,NMS,Zebra Technologies Corporation,Zebra Technologies Corporation,finmb_393488,America/New_York,EST,us_market,322.58,,34.50053,,,,,,
ZCMD,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,4.7064157,1.1413,-18000000,False,1664533804.0,1664793004.0,,,0.16,,,,19163400.0,1.328,1.17584,-0.034540057,-0.029374793,1.192465,-0.051164985,-0.04290691,29686468.0,,0.85941267,15,0,,False,,,4,,,,,0.05129993,1676664013,1.1413,1.031 - 1.1413,1.031,10929,1.09,1.01,1.15,14,10.0,NasdaqCM,USD,1.0785,53155,291820,0.54129994,0.90216655,0.6 - 1.83,-0.6887001,-0.37633884,0.6,1.83,,1600691400.0,NCM,Zhongchao Inc.,Zhongchao Inc.,finmb_634895614,America/New_York,EST,us_market,1.1413,,7.133125,,,,,,
ZENV,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-5.785128,1.14,-18000000,False,,,,,-0.529,0.17,-0.41,-2.7804878,18042500.0,27.726,1.2273,-0.08730006,-0.0711318,2.083015,-0.943015,-0.45271638,47595912.0,6.705882,0.04111664,15,0,,False,,,4,1.75438,1676681976.0,1.16,0.02,-0.07000005,1676667592,1.19,1.14 - 1.19,1.14,50951,1.21,1.12,1.16,8,8.0,NasdaqCM,BRL,1.19,108859,258640,0.14999998,0.15151513,0.99 - 7.78,-6.6400003,-0.85347044,0.99,7.78,,,NCM,Zenvia Inc.,Zenvia Inc.,finmb_224924933,America/New_York,EST,us_market,1.14,,,,,,,,
ZEST,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,-5.500648,0.2199,-18000000,False,1636615800.0,1636615800.0,,,-0.665,,,,29868200.0,1.067,0.3192,-0.09930001,-0.31109026,1.31195,-1.09205,-0.8323869,6568017.0,,0.20609184,15,0,,False,,,4,3.4561207,1676681513.0,0.2275,0.0076000094,-0.012800008,1676667604,0.23,0.212 - 0.23,0.212,269154,0.2327,0.216,0.2243,9,14.0,NasdaqCM,USD,0.23,249937,1202330,0.03989999,0.2216666,0.18 - 3.68,-3.4601002,-0.9402446,0.18,3.68,1608163200.0,1636615800.0,NCM,"Ecoark Holdings, Inc.","Ecoark Holdings, Inc.",finmb_169205176,America/New_York,EST,us_market,0.2199,,,,,,,,
ZEUS,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-0.020292424,49.28,-18000000,False,1677186000.0,1677186000.0,0.08,0.0016230472,-0.49,1.22,7.7,6.4,11129900.0,27.179,39.112,10.167999,0.25997135,31.3993,17.8807,0.5694617,548481472.0,40.39344,1.8131645,15,0,,False,,,2,0.0,1676668889.0,49.28,0.0,-0.010002136,1676667605,50.0708,48.81 - 50.0708,48.81,130057,49.29,44.1,60.0,8,8.0,NasdaqGS,USD,49.46,103422,124560,26.659998,1.1786028,22.62 - 50.0708,-0.790802,-0.015793676,22.62,50.0708,1671062400.0,1677186000.0,NMS,"Olympic Steel, Inc.","Olympic Steel, Inc.",finmb_333679,America/New_York,EST,us_market,49.28,,,,,,,,
ZFOX,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,4.7058873,2.67,-18000000,False,,,,,,,-6.3,-0.42380953,118178000.0,,4.2677,-1.5977001,-0.37437028,6.821795,-4.151795,-0.6086074,315535264.0,,,15,0,,False,,,4,3.370783,1676678673.0,2.76,0.089999914,0.120000124,1676667604,2.72,2.57 - 2.72,2.57,24779,2.55,2.42,2.79,9,14.0,NasdaqGM,USD,2.59,62200,71520,0.17000008,0.06800003,2.5 - 15.73,-13.059999,-0.83026063,2.5,15.73,,,NGM,"ZeroFox Holdings, Inc.","ZeroFox Holdings, Inc.",finmb_241412577,America/New_York,EST,us_market,2.67,,,,,,,,
ZIMV,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,0.67624617,11.91,-18000000,False,1677704400.0,1677704400.0,,,,,1.88,6.3351064,26088300.0,,9.39,2.5199995,0.26837054,13.63175,-1.7217503,-0.12630442,310711648.0,,,15,0,,False,,,2,0.0,1676668889.0,11.91,0.0,0.07999992,1676667604,12.34,11.6 - 12.34,11.6,481808,11.83,10.07,14.86,8,8.0,NasdaqGS,USD,11.81,450150,440650,5.24,0.78560716,6.67 - 44.0,-32.09,-0.7293182,6.67,44.0,,1677704400.0,NMS,ZimVie Inc.,ZimVie Inc.,finmb_703432646,America/New_York,EST,us_market,11.91,,,,,,,,
ZING,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,0.0,10.18,-18000000,False,,,,,,,,,42028800.0,,10.1076,0.07240009,0.007162936,9.97165,0.20835018,0.020894254,570469888.0,,,15,0,,False,,,2,,,,,0.0,1676667395,10.18,10.18 - 10.18,10.18,559,10.18,10.1,16.28,30,12.0,NasdaqGM,USD,10.18,57029,62360,0.40999985,0.041965183,9.77 - 10.56,-0.3800001,-0.03598486,9.77,10.56,,,NGM,FTAC Zeus Acquisition Corp.,FTAC Zeus Acquisition Corp.,finmb_706895831,America/New_York,EST,us_market,10.18,,,,,,,,
ZION,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,0.07783794,51.43,-18000000,False,1681934400.0,1681934400.0,1.36,0.026464293,4.919,4.33,6.46,7.9613004,148664000.0,44.976,50.4694,0.9606018,0.019033352,52.6564,-1.2263985,-0.023290588,7645789696.0,11.877599,1.1434987,15,0,,False,,,2,0.0,1676668391.0,51.43,0.0,0.040000916,1676667605,51.54,50.92 - 51.54,50.92,1108959,51.39,51.41,52.57,9,8.0,NasdaqGS,USD,51.28,1368852,1270320,6.220001,0.13758022,45.21 - 71.96,-20.529999,-0.28529736,45.21,71.96,1677110400.0,1681934400.0,NMS,Zions Bancorporation N.A.,"Zions Bancorporation, National Association",finmb_315476,America/New_York,EST,us_market,51.43,,10.455377,,,,,,
ZIVO,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,6.459999,3.1938,-18000000,False,,,,,-0.022,-0.79,-0.86,-3.7137208,9419660.0,-0.029,2.8936,0.3002,0.10374619,3.2361,-0.042299986,-0.013071286,30084510.0,-4.0427847,-110.131035,15,0,,False,,,4,,,,,0.19379997,1676666951,3.1938,3.025 - 3.1938,3.025,13162,3.0,0.0,3.2,9,29.0,NasdaqCM,USD,3.04,9731,12270,1.0337999,0.47861105,2.16 - 4.6,-1.4061999,-0.30569565,2.16,4.6,,,NCM,"Zivo Bioscience, Inc.","ZIVO Bioscience, Inc.",finmb_7337423,America/New_York,EST,us_market,3.1938,,,,,,,,
ZKIN,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,0.059647307,0.8388,-18000000,False,1675344607.0,1675344607.0,,,-0.05,,,,30392900.0,2.717,0.74806,0.090740025,0.12130047,0.904655,-0.06585497,-0.072795674,25493564.0,,0.30872285,15,0,,False,,,4,-1.4663823,1676674223.0,0.8265,-0.0123000145,0.00050002337,1676667590,0.85,0.8001 - 0.85,0.8001,10561,0.8383,0.8001,0.87,10,9.0,NasdaqCM,USD,0.8499,92172,29340,0.5458,1.8627985,0.293 - 1.77,-0.93119997,-0.5261017,0.293,1.77,,1675344607.0,NCM,"ZK International Group Co., Ltd","ZK International Group Co., Ltd.",finmb_426615128,America/New_York,EST,us_market,0.8388,,,,,,,,
ZLAB,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,0.70043683,37.38,-18000000,False,1677657600.0,1677657600.0,,,-3.462,-2.52,-4.96,-7.5362906,97908704.0,13.317,38.4114,-1.0313988,-0.02685137,36.614,0.76600266,0.020921033,3682614272.0,-14.833334,2.8069384,15,0,,False,,,2,-1.4178774,1676668068.0,36.85,-0.5300026,0.26000214,1676667605,37.915,36.59 - 37.915,36.59,292182,37.12,36.8,40.39,10,9.0,NasdaqGM,USD,37.25,668006,423010,16.405,0.7821216,20.975 - 61.29,-23.91,-0.39011258,20.975,61.29,,1677657600.0,NGM,Zai Lab Limited,Zai Lab Limited,finmb_271123063,America/New_York,EST,us_market,37.38,,,,,,,,
ZNTL,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,1.540838,19.77,-18000000,False,1677072600.0,1677504600.0,,,-3.594,-6.28,-4.6,-4.2978263,57069500.0,8.705,21.0942,-1.3241997,-0.06277554,23.94595,-4.175949,-0.17439063,1128264064.0,-3.1480892,2.2711086,15,0,,False,,,2,0.0,1676668888.0,19.77,0.0,0.30000114,1676667604,19.94,19.27 - 19.94,19.27,278109,19.47,18.6,24.7,11,8.0,NasdaqGM,USD,19.56,512804,513070,2.4400005,0.14079633,17.33 - 52.85,-33.079998,-0.6259224,17.33,52.85,,1660075260.0,NGM,"Zentalis Pharmaceuticals, Inc.","Zentalis Pharmaceuticals, Inc.",finmb_647536411,America/New_York,EST,us_market,19.77,,,,,,,,
ZTEK,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,3.0864167,1.67,-18000000,False,,,,,,,,,99534000.0,,1.559,0.11099994,0.07119945,1.7926,-0.12260008,-0.06839232,166221776.0,,,15,0,,False,,,4,4.7904215,1676671177.0,1.75,0.08000004,0.049999952,1676667592,1.68,1.6 - 1.68,1.6,8771,1.62,1.65,1.88,11,8.0,NasdaqCM,CAD,1.64,23345,32300,0.39,0.3046875,1.28 - 3.78,-2.1100001,-0.5582011,1.28,3.78,,,NCM,Zentek Ltd.,Zentek Ltd.,finmb_112819371,America/New_York,EST,us_market,1.67,,,,,,,,
